LOCALES,,,,,,,,,,,,,,DEPARTAMENTOS,,,,,,,,,,
DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_,,,Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
CORDOBA 2600,228,395000,24885000,1732,1732,0,NO,63,PRIMER,BALVANERA,3,,,Humahuaca al 3500 0,30,82000,5248000,2733,174933,1,64,SEGUNDO,ALMAGRO,5
CORDOBA 2800,205,390000,24570000,1902,1902,0,NO,63,PRIMER,BALVANERA,3,,,Don Bosco 3800 0,30,63000,4032000,2100,134400,2,64,SEGUNDO,ALMAGRO,5
CORDOBA 3100,230,280000,17640000,1217,1217,0,NO,63,PRIMER,BALVANERA,3,,,Billinghurst 600,32,89000,5696000,2967,189867,1,64,SEGUNDO,ALMAGRO,5
CORDOBA 3100,120,1000000,63000000,8333,8333,0,NO,63,PRIMER,BALVANERA,3,,,Muñiz 164,32,100000,6400000,3333,213333,1,64,SEGUNDO,ALMAGRO,5
CORDOBA 3109,250,310000,19530000,1240,1240,20,NO,63,PRIMER,BALVANERA,3,,,Avenida Corrientes 4500,30,99000,6336000,3300,211200,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2000,280,770000,48510000,2750,2750,9,SI,63,PRIMER,BALVANERA,3,,,Gallo 800,40,102000,6528000,3400,217600,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2000,300,1300000,81900000,4333,4333,0,NO,63,PRIMER,BALVANERA,3,,,Palestina 791,30,64900,4153600,2163,138453,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2100,45,59500,3748500,1322,1322,40,NO,63,PRIMER,BALVANERA,3,,,Palestina 900 0,30,75000,4800000,2500,160000,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2100,46,76000,4788000,1652,1652,40,NO,63,PRIMER,BALVANERA,3,,,Perón al 3500 0,33,90000,5760000,3000,192000,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2200,300,1375000,86625000,4583,4583,0,NO,63,PRIMER,BALVANERA,3,,,Honorio Pueyrredon 1182 0,38,102800,6579200,3427,219307,2,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2300,190,1050000,66150000,5526,5526,30,SI,63,PRIMER,BALVANERA,3,,,Av Belgrano 3650,35,68000,4352000,2267,145067,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2457,457,200000,12600000,438,438,40,NO,63,PRIMER,BALVANERA,3,,,Dr F Muñiz 164,34,118000,7552000,3933,251733,2,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2500,110,140000,8820000,1273,1273,40,NO,63,PRIMER,BALVANERA,3,,,Av. Belgrano 4000,31,77500,4960000,2583,165333,2,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2500,106,139000,8757000,1311,1311,0,NO,63,PRIMER,BALVANERA,3,,,BILLINGHURST 200,30,78000,4992000,2600,166400,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2500,658,1800000,113400000,2736,2736,54,NO,63,PRIMER,BALVANERA,3,,,QUITO 4300,33,90700,5804800,3023,193493,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 2600,33,140000,8820000,4242,4242,0,NO,63,PRIMER,BALVANERA,3,,,"MITRE, BARTOLOME 4100",33,87447,5596608,2915,186554,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 3094,70,360000,22680000,5143,5143,5,NO,63,PRIMER,BALVANERA,3,,,BILLINGHURST al 200 0,30,78000,4992000,2600,166400,1,64,SEGUNDO,ALMAGRO,5
CORRIENTES 3096,87,360000,22680000,4138,4138,5,NO,63,PRIMER,BALVANERA,3,,,Humahuaca al 3900 0,30,84000,5376000,2800,179200,2,64,SEGUNDO,ALMAGRO,5
DEAN FUNES 600,174,230000,14490000,1322,1322,0,NO,63,PRIMER,BALVANERA,3,,,Yatay y Av. Rivadavia 0,30,89000,5696000,2967,189867,2,64,SEGUNDO,ALMAGRO,5
ECUADOR 500,180,250000,15750000,1389,1389,0,NO,63,PRIMER,BALVANERA,3,,,Mario Bravo 900,32,100000,6400000,3333,213333,2,64,SEGUNDO,ALMAGRO,5
ECUADOR 500,287,260000,16380000,906,906,35,NO,63,PRIMER,BALVANERA,3,,,Independencia 3300 0,33,73900,4729600,2463,157653,1,64,SEGUNDO,ALMAGRO,5
ECUADOR 900,72,110000,6930000,1528,1528,40,NO,63,PRIMER,BALVANERA,3,,,"BOEDO, AVDA. 300",39,83000,5312000,2767,177067,2,64,SEGUNDO,ALMAGRO,5
ENTRE RIOS 700,29,32000,2016000,1103,1103,0,NO,63,PRIMER,BALVANERA,3,,,LEZICA 4228,30,87000,5568000,2900,185600,1,64,SEGUNDO,ALMAGRO,5
ENTRE RIOS 700,30,35000,2205000,1167,1167,0,NO,63,PRIMER,BALVANERA,3,,,MUÑIZ 379,30,90000,5760000,3000,192000,1,64,SEGUNDO,ALMAGRO,5
ENTRE RIOS 700,760,1000000,63000000,1316,1316,0,NO,63,PRIMER,BALVANERA,3,,,Yatay 1001,30,79500,5088000,2650,169600,2,64,SEGUNDO,ALMAGRO,5
ENTRE RIOS 700,52,235000,14805000,4519,4519,0,NO,63,PRIMER,BALVANERA,3,,,"Guardia Vieja 4200 6° ""B"" 0",40,92000,5888000,2968,189935,1,64,SEGUNDO,ALMAGRO,5
GALLO 800,45,123000,7749000,2733,2733,0,NO,63,PRIMER,BALVANERA,3,,,CORRIENTES 3800,35,132452,8476928,4273,273449,1,64,SEGUNDO,ALMAGRO,5
"GARDEL, CARLOS 3100",165,350000,22050000,2121,2121,3,NO,63,PRIMER,BALVANERA,3,,,BULNES 771 0,31,77000,4928000,2484,158968,2,64,SEGUNDO,ALMAGRO,5
"GARDEL, CARLOS 3160",164,349000,21987000,2128,2128,2,NO,63,PRIMER,BALVANERA,3,,,Pje Inca 3880,41,112000,7168000,3613,231226,1,64,SEGUNDO,ALMAGRO,5
"GOMEZ, VALENTIN 2792",82,490000,30870000,5976,5976,30,NO,63,PRIMER,BALVANERA,3,,,Palestina 800,31,87000,5568000,2806,179613,1,64,SEGUNDO,ALMAGRO,5
"GOMEZ, VALENTIN 3000",60,80000,5040000,1333,1333,0,NO,63,PRIMER,BALVANERA,3,,,"Bulnes 100, 3º Piso 0",35,75000,4800000,2419,154839,2,64,SEGUNDO,ALMAGRO,5
"GOMEZ, VALENTIN 3200",170,176500,11119500,1038,1038,40,NO,63,PRIMER,BALVANERA,3,,,HUMAHUACA 4200 0,33,106600,6822400,3439,220077,1,64,SEGUNDO,ALMAGRO,5
"JAURES, JEAN 252",100,115000,7245000,1150,1150,0,NO,63,PRIMER,BALVANERA,3,,,Colombres 200 0,36,82000,5248000,2645,169290,1,64,SEGUNDO,ALMAGRO,5
"JAURES, JEAN 300",400,450000,28350000,1125,1125,0,NO,63,PRIMER,BALVANERA,3,,,Don Bosco 3800,31,78000,4992000,2516,161032,2,64,SEGUNDO,ALMAGRO,5
"JAURES, JEAN 332",105,120000,7560000,1143,1143,40,NO,63,PRIMER,BALVANERA,3,,,Yatay 700,31,66168,4234752,2134,136605,1,64,SEGUNDO,ALMAGRO,5
"JAURES, JEAN 800",30,90000,5670000,3000,3000,0,NO,63,PRIMER,BALVANERA,3,,,Rawson 40 6 A 0,31,81000,5184000,2613,167226,2,64,SEGUNDO,ALMAGRO,5
"JAURES, JEAN 800",18,69000,4347000,3833,3833,50,NO,63,PRIMER,BALVANERA,3,,,Sanchez de bustamanete 431 0,31,58999,3775936,1903,121804,1,64,SEGUNDO,ALMAGRO,5
JUJUY 100,35,120000,7560000,3429,3429,0,NO,63,PRIMER,BALVANERA,3,,,Colombres 200 0,36,80000,5120000,2581,165161,1,64,SEGUNDO,ALMAGRO,5
JUJUY 100,35,140000,8820000,4000,4000,0,NO,63,PRIMER,BALVANERA,3,,,Colombres 200 0,36,85000,5440000,2742,175484,1,64,SEGUNDO,ALMAGRO,5
JUJUY 100,1121,800000,50400000,714,714,0,NO,63,PRIMER,BALVANERA,3,,,Pringles 400 0,31,80000,5120000,2581,165161,2,64,SEGUNDO,ALMAGRO,5
JUJUY 300,121,230000,14490000,1901,1901,0,NO,63,PRIMER,BALVANERA,3,,,Pje Inca 3880,35,110000,7040000,3548,227097,1,64,SEGUNDO,ALMAGRO,5
JUJUY 500,120,250000,15750000,2083,2083,25,NO,63,PRIMER,BALVANERA,3,,,Pje Inca 3880,35,112000,7168000,3613,231226,1,64,SEGUNDO,ALMAGRO,5
JUJUY 800,58,115000,7245000,1983,1983,50,NO,63,PRIMER,BALVANERA,3,,,Sanchez de bustamante 800 0,36,85000,5440000,2742,175484,1,64,SEGUNDO,ALMAGRO,5
JUNIN 100,372,380000,23940000,1022,1022,40,NO,63,PRIMER,BALVANERA,3,,,Bartolome Mitre y Yatay 0,31,90000,5760000,2903,185806,1,64,SEGUNDO,ALMAGRO,5
JUNIN 400,730,1800000,113400000,2466,2466,0,NO,63,PRIMER,BALVANERA,3,,,Guardia Vieja 4300 0,31,74000,4736000,2387,152774,2,64,SEGUNDO,ALMAGRO,5
JUNIN 500,670,930000,58590000,1388,1388,28,NO,63,PRIMER,BALVANERA,3,,,Rawson 200,34,75000,4800000,2419,154839,2,64,SEGUNDO,ALMAGRO,5
JUNIN 600,126,227000,14301000,1802,1802,45,NO,63,PRIMER,BALVANERA,3,,,CORRIENTES 3800,35,130637,8360768,4214,269702,1,64,SEGUNDO,ALMAGRO,5
JUNIN 600,512,1600000,100800000,3125,3125,40,NO,63,PRIMER,BALVANERA,3,,,Diaz  Velez 3600,31,99000,6336000,3194,204387,1,64,SEGUNDO,ALMAGRO,5
LA RIOJA 286,153,308000,19404000,2013,2013,30,NO,63,PRIMER,BALVANERA,3,,,Independencia 3300,31,82000,5248000,2645,169290,1,64,SEGUNDO,ALMAGRO,5
LARREA 500,159,490000,30870000,3082,3082,0,NO,63,PRIMER,BALVANERA,3,,,AV INDEPENDENCIA 3300,31,82000,5248000,2645,169290,1,64,SEGUNDO,ALMAGRO,5
LARREA 500,120,750000,47250000,6250,6250,40,NO,63,PRIMER,BALVANERA,3,,,Mario Bravo al 200 0,31,75000,4800000,2419,154839,2,64,SEGUNDO,ALMAGRO,5
LARREA 500,125,1000000,63000000,8000,8000,0,NO,63,PRIMER,BALVANERA,3,,,CASTRO al 500 0,31,60000,3840000,1936,123871,2,64,SEGUNDO,ALMAGRO,5
LAVALLE 2018,50,165000,10395000,3300,3300,35,NO,63,PRIMER,BALVANERA,3,,,Castro Barros 350 0,31,100000,6400000,3226,206452,1,64,SEGUNDO,ALMAGRO,5
LAVALLE 2168,24,25000,1575000,1042,1042,60,NO,63,PRIMER,BALVANERA,3,,,Av M Boedo 394,31,60000,3840000,1936,123871,2,64,SEGUNDO,ALMAGRO,5
LAVALLE 3100,500,1350000,85050000,2700,2700,0,NO,63,PRIMER,BALVANERA,3,,,Bartolome Mitre 4431 0,34,89500,5728000,2887,184774,1,64,SEGUNDO,ALMAGRO,5
MATHEU 100,240,300000,18900000,1250,1250,0,NO,63,PRIMER,BALVANERA,3,,,Av. La Plata al 300 0,20,59000,3776000,2950,188800,1,64,SEGUNDO,CABALLITO,6
MATHEU 760,412,380000,23940000,922,922,0,SI,63,PRIMER,BALVANERA,3,,,Av La Plata al 500 0,22,50000,3200000,2273,145455,1,64,SEGUNDO,CABALLITO,6
MEXICO 1800,130,310000,19530000,2385,2385,50,NO,63,PRIMER,BALVANERA,3,,,Av La Plata al 500 0,22,54000,3456000,2454,157091,1,64,SEGUNDO,CABALLITO,6
MEXICO 3300,318,480000,30240000,1509,1509,34,NO,63,PRIMER,BALVANERA,3,,,Rio De Janeiro 557,23,75000,4800000,3310,211827,1,64,SEGUNDO,CABALLITO,6
"MITRE, BARTOLOME 1834",1173,790000,49770000,673,673,94,NO,63,PRIMER,BALVANERA,3,,,Rio de Janeiro 500 0,23,62000,3968000,2696,172522,1,64,SEGUNDO,CABALLITO,6
"MITRE, BARTOLOME 1900",1145,950000,59850000,830,830,0,NO,63,PRIMER,BALVANERA,3,,,Rio De Janeiro 500,25,70000,4480000,2800,179200,1,64,SEGUNDO,CABALLITO,6
"MITRE, BARTOLOME 2100",498,750000,47250000,1506,1506,0,NO,63,PRIMER,BALVANERA,3,,,Rio de janeiro 323,28,78000,4992000,2786,178286,2,64,SEGUNDO,CABALLITO,6
"MITRE, BARTOLOME 2100",82,125000,7875000,1524,1524,75,NO,63,PRIMER,BALVANERA,3,,,B Mitre 4400,34,94000,6016000,3133,200533,1,64,SEGUNDO,CABALLITO,6
"MITRE, BARTOLOME 2200",180,650000,40950000,3611,3611,0,NO,63,PRIMER,BALVANERA,3,,,CORDOBA 3400,24,78000,4992000,3197,204590,1,64,SEGUNDO,RECOLETA,2
MORENO 1900,125,98000,6174000,784,784,50,NO,63,PRIMER,BALVANERA,3,,,Av Cordoba 3400,50,78000,4992000,3120,199680,1,64,SEGUNDO,RECOLETA,2
MORENO 2073,70,115000,7245000,1643,1643,45,NO,63,PRIMER,BALVANERA,3,,,Av. Cordoba al 3400 0,25,78000,4992000,3120,199680,1,64,SEGUNDO,RECOLETA,2
PASCO 400,32,64000,4032000,2000,2000,45,NO,63,PRIMER,BALVANERA,3,,,Estado de Israel 4600,26,72000,4608000,2769,177231,2,64,SEGUNDO,VILLA CRESPO,15
PASO 400,750,2850000,179550000,3800,3800,30,NO,63,PRIMER,BALVANERA,3,,,Av Estado De Israel 4300,32,90000,5760000,3103,198621,1,64,SEGUNDO,VILLA CRESPO,15
PASO 600,60,190000,11970000,3167,3167,30,NO,63,PRIMER,BALVANERA,3,,,AV. ESTADO DE ISRAEL 4600 0,30,80000,5120000,2667,170667,1,64,SEGUNDO,VILLA CRESPO,15
PASO 600,130,495000,31185000,3808,3808,0,NO,63,PRIMER,BALVANERA,3,,,AV. Estado DE Israel 4300 0,33,89500,5728000,2983,190933,1,64,SEGUNDO,VILLA CRESPO,15
PASO 627,280,700000,44100000,2500,2500,0,NO,63,PRIMER,BALVANERA,3,,,Avenida Estado de Israel al 4600 0,30,94999,6079936,3167,202665,1,64,SEGUNDO,VILLA CRESPO,15
PASO 693,84,280000,17640000,3333,3333,0,NO,63,PRIMER,BALVANERA,3,,,guardia vieja 4600 0,31,86000,5504000,2774,177548,2,64,SEGUNDO,VILLA CRESPO,15
PASTEUR 200,190,690000,43470000,3632,3632,50,NO,63,PRIMER,BALVANERA,3,,,Rocamora al 4300 c/cochera 0,31,122000,7808000,3936,251871,1,64,SEGUNDO,ALMAGRO,5
PASTEUR 346,55,165000,10395000,3000,3000,40,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,31,80300,5139200,2570,164454,2,64,SEGUNDO,ALMAGRO,5
PASTEUR 700,48,180000,11340000,3750,3750,60,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,31,82125,5256000,2628,168192,2,64,SEGUNDO,ALMAGRO,5
PASTEUR 88,150,590000,37170000,3933,3933,20,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,31,85775,5489600,2745,175667,2,64,SEGUNDO,ALMAGRO,5
"PERON, JUAN DOMINGO, TTE. 1900",103,89000,5607000,864,864,30,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,31,87600,5606400,2803,179405,2,64,SEGUNDO,ALMAGRO,5
PICHINCHA 500,193,250000,15750000,1295,1295,0,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,36,80000,5120000,2560,163840,2,64,SEGUNDO,ALMAGRO,5
PICHINCHA 800,84,140000,8820000,1667,1667,40,NO,63,PRIMER,BALVANERA,3,,,BARTOLOME MITRE 3400,31,83950,5372800,2686,171930,2,64,SEGUNDO,ALMAGRO,5
PUEYRREDON 600,225,1500000,94500000,6667,6667,0,NO,63,PRIMER,BALVANERA,3,,,SALGUERO 246,32,110000,7040000,3438,220000,1,64,SEGUNDO,ALMAGRO,5
PUEYRREDON 631,135,560000,35280000,4148,4148,70,NO,63,PRIMER,BALVANERA,3,,,Av Rivadavia 3300,37,104500,6688000,3266,209000,1,64,SEGUNDO,ALMAGRO,5
PUEYRREDON 700,175,650000,40950000,3714,3714,40,NO,63,PRIMER,BALVANERA,3,,,Venezuela 4100,36,83800,5363200,2619,167600,2,64,SEGUNDO,ALMAGRO,5
PUEYRREDON 800,240,1000000,63000000,4167,4167,0,NO,63,PRIMER,BALVANERA,3,,,Gallo 800,35,97500,6240000,3047,195000,1,64,SEGUNDO,ALMAGRO,5
PUEYRREDON 870,330,990000,62370000,3000,3000,0,NO,63,PRIMER,BALVANERA,3,,,Avenida Rivadavia 3300,36,85000,5440000,2656,170000,2,64,SEGUNDO,ALMAGRO,5
RINCON 100,109,234000,14742000,2147,2147,0,NO,63,PRIMER,BALVANERA,3,,,"Francisco Acuña de Figueroa 400, C1180AAG CABA 0",45,101160,6474240,3161,202320,2,64,SEGUNDO,ALMAGRO,5
RINCON 100,32,80000,5040000,2500,2500,0,NO,63,PRIMER,BALVANERA,3,,,Acuña de Figueroa al 400 0,32,93700,5996800,2928,187400,2,64,SEGUNDO,ALMAGRO,5
RINCON 101,30,65000,4095000,2167,2167,40,SI,63,PRIMER,BALVANERA,3,,,Virrey Liniers 61,32,79500,5088000,2484,159000,1,64,SEGUNDO,ALMAGRO,5
RINCON 101,30,73000,4599000,2433,2433,20,NO,63,PRIMER,BALVANERA,3,,,GUARDIA VIEJA 3700,32,91758,5872512,2867,183516,2,64,SEGUNDO,ALMAGRO,5
RINCON 444,47,75000,4725000,1596,1596,50,NO,63,PRIMER,BALVANERA,3,,,Guardia Vieja 3800,37,129500,8288000,4047,259000,1,64,SEGUNDO,ALMAGRO,5
RINCON 700,61,107000,6741000,1754,1754,50,NO,63,PRIMER,BALVANERA,3,,,Av Rivadavia 3300,37,102500,6560000,3203,205000,1,64,SEGUNDO,ALMAGRO,5
RINCON 89,109,105000,6615000,963,963,43,NO,63,PRIMER,BALVANERA,3,,,Yatay 100 0,32,75000,4800000,2344,150000,2,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 2100,236,590000,37170000,2500,2500,0,NO,63,PRIMER,BALVANERA,3,,,Av. Boedo 507,35,85000,5440000,2656,170000,1,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 2700,200,270000,17010000,1350,1350,40,NO,63,PRIMER,BALVANERA,3,,,Honorio Pueyrredon 1182 0,40,95202,6092928,2975,190404,2,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 2900,238,650000,40950000,2731,2731,40,NO,63,PRIMER,BALVANERA,3,,,"ACUÑA DE FIGUEROA, FCO. 400 0",32,100300,6419200,3134,200600,2,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 3000,140,390000,24570000,2786,2786,20,NO,63,PRIMER,BALVANERA,3,,,"Francisco Acuña de Figueroa 400, C1180AAG CABA 0",32,95410,6106240,2982,190820,2,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 3000,140,395000,24885000,2821,2821,35,NO,63,PRIMER,BALVANERA,3,,,"Francisco Acuña de Figueroa 400, C1180AAG CABA 0",32,88830,5685120,2776,177660,2,64,SEGUNDO,ALMAGRO,5
RIVADAVIA 3200,90,250000,15750000,2778,2778,0,NO,63,PRIMER,BALVANERA,3,,,GUARDIA VIEJA 3700,32,98397,6297408,3075,196794,2,64,SEGUNDO,ALMAGRO,5
SAAVEDRA 100,50,89000,5607000,1780,1780,35,NO,63,PRIMER,BALVANERA,3,,,Don Bosco 3709,52,120000,7680000,3750,240000,2,64,SEGUNDO,ALMAGRO,5
SAAVEDRA 300,125,160000,10080000,1280,1280,50,NO,63,PRIMER,BALVANERA,3,,,GUARDIA VIEJA 3700,32,88401,5657664,2762,176802,2,64,SEGUNDO,ALMAGRO,5
SAN LUIS 2400,34,59500,3748500,1750,1750,45,NO,63,PRIMER,BALVANERA,3,,,Av Gral Diaz Velez 4100,35,94900,6073600,2966,189800,2,64,SEGUNDO,ALMAGRO,5
SAN LUIS 3100,98,210000,13230000,2143,2143,50,NO,63,PRIMER,BALVANERA,3,,,Tucuman al 3300 0,34,89000,5696000,2781,178000,1,64,SEGUNDO,ALMAGRO,5
SARMIENTO 1940,125,290000,18270000,2320,2320,35,NO,63,PRIMER,BALVANERA,3,,,Guardia Vieja 3800,36,135000,8640000,4219,270000,1,64,SEGUNDO,ALMAGRO,5
SARMIENTO 2000,110,179000,11277000,1627,1627,30,NO,63,PRIMER,BALVANERA,3,,,PERON 3400,32,83000,5312000,2594,166000,2,64,SEGUNDO,ALMAGRO,5
SARMIENTO 2400,260,1750000,110250000,6731,6731,40,NO,63,PRIMER,BALVANERA,3,,,"Guardia Vieja 4200 6° ""A"" 0",40,91500,5856000,2859,183000,1,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2100,140,265000,16695000,1893,1893,50,NO,63,PRIMER,BALVANERA,3,,,Billinghurst 257,32,78000,4992000,2438,156000,1,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2200,95,180000,11340000,1895,1895,50,NO,63,PRIMER,BALVANERA,3,,,J Salguero 500,32,70000,4480000,2188,140000,2,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2200,52,180000,11340000,3462,3462,0,NO,63,PRIMER,BALVANERA,3,,,GUARDIA VIEJA  E/ RAWSON 4200,34,84900,5433600,2653,169800,2,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2300,207,580000,36540000,2802,2802,50,NO,63,PRIMER,BALVANERA,3,,,GALLO AL 500  Y GUARDIA VIEJA 0,35,77900,4985600,2434,155800,1,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2500,90,300000,18900000,3333,3333,0,NO,63,PRIMER,BALVANERA,3,,,Guardia Vieja 3750,32,88400,5657600,2737,175158,1,64,SEGUNDO,ALMAGRO,5
TUCUMAN 2700,173,259000,16317000,1497,1497,55,NO,63,PRIMER,BALVANERA,3,,,GUARDIA VIEJA 3750,33,90480,5790720,2767,177086,1,64,SEGUNDO,ALMAGRO,5
TUCUMAN 3300,47,117500,7402500,2500,2500,0,NO,63,PRIMER,BALVANERA,3,,,GASCON Y SARMIENTO 0,33,74900,4793600,2270,145261,2,64,SEGUNDO,ALMAGRO,5
URIBURU 100,85,355000,22365000,4176,4176,0,NO,63,PRIMER,BALVANERA,3,,,Colombres 100,33,63123,4039872,1913,122420,2,64,SEGUNDO,ALMAGRO,5
URIBURU 200,95,420000,26460000,4421,4421,0,NO,63,PRIMER,BALVANERA,3,,,Bartolomé Mitre 4118,33,80000,5120000,2424,155152,2,64,SEGUNDO,ALMAGRO,5
URIBURU 252,65,420000,26460000,6462,6462,50,NO,63,PRIMER,BALVANERA,3,,,Castro Barros 500,59,135000,8640000,4091,261818,1,64,SEGUNDO,ALMAGRO,5
URIBURU 500,50,99000,6237000,1980,1980,0,NO,63,PRIMER,BALVANERA,3,,,Humahuaca 3900,33,85000,5440000,2576,164848,2,64,SEGUNDO,ALMAGRO,5
URIBURU 500,50,100000,6300000,2000,2000,0,NO,63,PRIMER,BALVANERA,3,,,Rawson 279,40,109500,7008000,3318,212364,1,64,SEGUNDO,ALMAGRO,5
URIBURU 600,69,195000,12285000,2826,2826,60,NO,63,PRIMER,BALVANERA,3,,,Domingo F Sarmiento 4100,33,87000,5568000,2636,168727,1,64,SEGUNDO,ALMAGRO,5
URIBURU 85,65,120000,7560000,1846,1846,0,NO,63,PRIMER,BALVANERA,3,,,Guardia Vieja 4300 0,33,90000,5760000,2727,174545,2,64,SEGUNDO,ALMAGRO,5
"URQUIZA, Gral. 200",500,1200000,75600000,2400,2400,0,NO,63,PRIMER,BALVANERA,3,,,POTOSI 3900,33,72990,4671360,2212,141556,1,64,SEGUNDO,ALMAGRO,5
"URQUIZA, Gral. 50",290,299000,18837000,1031,1031,40,NO,63,PRIMER,BALVANERA,3,,,Esteban A Gascon 600,36,92000,5888000,2788,178424,1,64,SEGUNDO,ALMAGRO,5
"URQUIZA, Gral. 600",295,450000,28350000,1525,1525,0,NO,63,PRIMER,BALVANERA,3,,,Q Bocayuva 600,33,69900,4473600,2118,135564,2,64,SEGUNDO,ALMAGRO,5
"URQUIZA, Gral. 700",46,98000,6174000,2130,2130,63,NO,63,PRIMER,BALVANERA,3,,,Av Corrientes 3800,37,116899,7481536,3542,226713,2,64,SEGUNDO,ALMAGRO,5
VENEZUELA 1834,180,180000,11340000,1000,1000,40,NO,63,PRIMER,BALVANERA,3,,,Salguero 800,33,93000,5952000,2818,180364,1,64,SEGUNDO,ALMAGRO,5
VENEZUELA 1902,250,400000,25200000,1600,1600,50,NO,63,PRIMER,BALVANERA,3,,,Humahuaca al 3500 0,35,82000,5248000,2485,159030,1,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2100,109,330000,20790000,3028,3028,0,NO,63,PRIMER,BALVANERA,3,,,Juan Agustin Maza 500,35,82900,5305600,2512,160776,1,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2100,144,450000,28350000,3125,3125,0,NO,63,PRIMER,BALVANERA,3,,,Tte Gral Juan D Peron 3400,33,77900,4985600,2361,151079,2,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2300,200,250000,15750000,1250,1250,40,NO,63,PRIMER,BALVANERA,3,,,Tucuman 3300,33,75000,4800000,2273,145455,2,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2600,190,295000,18585000,1553,1553,0,NO,63,PRIMER,BALVANERA,3,,,Avenida Corrientes 4200,33,79000,5056000,2394,153212,2,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2600,240,390000,24570000,1625,1625,0,NO,63,PRIMER,BALVANERA,3,,,Dr F Muñiz 164,39,112000,7168000,3394,217212,1,64,SEGUNDO,ALMAGRO,5
VIAMONTE 2917,198,200000,12600000,1010,1010,0,NO,63,PRIMER,BALVANERA,3,,,HUMAHUACA 3500,36,98000,6272000,2970,190061,1,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 1900",192,300000,18900000,1562,1562,0,NO,63,PRIMER,BALVANERA,3,,,Bulnes 700,33,82000,5248000,2485,159030,2,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 2400",23,80000,5040000,3478,3478,25,NO,63,PRIMER,BALVANERA,3,,,HUMAHUACA al 3900 0,33,85000,5440000,2576,164848,2,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 2500",150,180000,11340000,1200,1200,85,NO,63,PRIMER,BALVANERA,3,,,Humahuaca 4200,36,104000,6656000,3152,201697,2,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 2900",782,1349000,84987000,1725,1725,0,NO,63,PRIMER,BALVANERA,3,,,Castro Barros 200,38,105000,6720000,3182,203636,1,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 3100",265,395000,24885000,1491,1491,0,NO,63,PRIMER,BALVANERA,3,,,Avenida Corrientes 4200,33,110000,7040000,3333,213333,1,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 3100",36,179000,11277000,4972,4972,0,NO,63,PRIMER,BALVANERA,3,,,Billinghurst 300,33,98000,6272000,2970,190061,1,64,SEGUNDO,ALMAGRO,5
"YRIGOYEN, HIPOLITO 3199",178,345000,21735000,1938,1938,0,NO,63,PRIMER,BALVANERA,3,,,Domingo F Sarmiento 4100,35,87000,5568000,2636,168727,1,64,SEGUNDO,ALMAGRO,5
ZELAYA 3006,525,430000,27090000,819,819,0,NO,63,PRIMER,BALVANERA,3,,,Salguero 800,33,99500,6368000,3015,192970,1,64,SEGUNDO,ALMAGRO,5
